customer_id,txn_date,txn_type,category,amount
100001,2025-08-23,debit,groceries,3597
100001,2025-03-25,credit,rent,6850
100001,2025-09-30,credit,fuel,8151
100001,2025-08-15,credit,emi,6297
100001,2025-11-14,debit,fuel,3734
100001,2025-10-23,credit,fuel,7406
100001,2025-04-09,debit,rent,2063
100001,2025-03-25,debit,rent,4378
100001,2025-05-21,debit,fuel,4792
100001,2025-04-27,debit,groceries,5605
100001,2025-11-16,debit,salary,1552
100001,2025-08-16,debit,salary,6469
100001,2025-08-16,credit,groceries,12389
100001,2025-10-18,debit,groceries,6198
100001,2025-04-16,credit,rent,6723
100001,2025-04-29,credit,emi,10587
100001,2025-11-02,debit,shopping,3928
100001,2025-04-03,credit,travel,7042
100001,2025-08-09,debit,salary,3450
100001,2025-05-22,debit,shopping,6770
100001,2025-07-26,debit,shopping,1114
100001,2025-03-07,credit,emi,8988
100001,2025-05-13,credit,groceries,8932
100001,2025-06-29,credit,emi,13294
100001,2025-08-14,debit,fuel,7424
100001,2025-11-15,debit,salary,4622
100001,2025-02-27,debit,rent,1944
100001,2025-09-30,debit,rent,3266
100001,2025-11-02,debit,fuel,3394
100001,2025-09-08,debit,salary,1936
100001,2025-02-20,debit,rent,5061
100001,2025-05-25,credit,emi,4192
100001,2025-01-26,debit,shopping,1031
100001,2025-01-07,debit,fuel,1162
100001,2025-04-18,debit,rent,6346
100001,2025-09-14,credit,emi,4254
100002,2025-01-04,debit,groceries,900
100002,2025-10-22,credit,rent,4761
100002,2025-01-25,debit,rent,3137
100002,2025-01-06,debit,shopping,677
100002,2025-09-15,credit,travel,2321
100002,2025-08-04,credit,emi,3957
100002,2025-11-19,credit,groceries,3649
100002,2025-08-02,debit,emi,890
100002,2025-02-10,debit,shopping,1957
100002,2025-07-22,debit,groceries,1045
100002,2025-11-15,debit,fuel,549
100002,2025-12-06,debit,shopping,2976
100002,2025-10-09,debit,shopping,2618
100002,2025-09-10,credit,shopping,4870
100002,2025-11-02,debit,groceries,1819
100002,2025-02-25,debit,salary,2835
100002,2025-01-22,credit,shopping,3500
100002,2025-02-17,credit,shopping,4918
100002,2025-05-22,credit,fuel,3912
100002,2025-02-07,debit,salary,1360
100002,2025-03-14,credit,rent,3843
100002,2025-09-30,debit,salary,2952
100002,2025-06-05,debit,groceries,1723
100002,2025-06-09,credit,travel,4336
100002,2025-11-15,debit,shopping,2323
100002,2025-05-25,debit,salary,2462
100002,2025-07-04,credit,fuel,2156
100002,2025-12-04,debit,salary,813
100002,2025-08-28,debit,rent,1172
100002,2025-12-13,debit,emi,1573
100002,2025-08-10,credit,rent,4662
100002,2025-06-16,debit,fuel,1157
100002,2025-12-27,debit,travel,2099
100002,2025-12-26,debit,shopping,1718
100002,2025-10-31,debit,salary,1158
100002,2025-11-16,debit,groceries,1931
100002,2025-07-29,debit,shopping,1547
100002,2025-08-03,debit,shopping,477
100002,2025-10-17,debit,shopping,1070
100002,2025-07-13,debit,salary,479
100002,2025-08-27,debit,groceries,2137
100002,2025-10-18,debit,groceries,2320
100002,2025-09-16,debit,emi,1660
100002,2025-01-05,debit,shopping,1083
100002,2025-11-20,debit,travel,2597
100003,2025-02-07,credit,salary,15407
100003,2025-10-12,debit,salary,20017
100003,2025-03-09,debit,shopping,8325
100003,2025-07-14,credit,groceries,16179
100003,2025-09-08,debit,salary,16940
100003,2025-07-12,credit,fuel,25414
100003,2025-01-03,debit,emi,15592
100003,2025-10-05,credit,shopping,30239
100003,2025-06-23,credit,rent,8912
100003,2025-12-07,credit,fuel,29016
100003,2025-05-29,credit,medical,14134
100003,2025-10-26,credit,emi,12700
100003,2025-12-18,debit,fuel,15798
100003,2025-08-23,debit,groceries,20801
100003,2025-11-20,debit,emi,10543
100003,2025-02-22,debit,medical,15270
100003,2025-12-23,credit,rent,23779
100003,2025-09-25,debit,groceries,17658
100003,2025-09-08,debit,shopping,9194
100003,2025-08-17,debit,groceries,4351
100003,2025-07-30,debit,groceries,2736
100003,2025-02-07,debit,fuel,5054
100003,2025-10-20,credit,shopping,13988
100003,2025-09-07,credit,medical,9751
100003,2025-05-26,debit,rent,15676
100003,2025-01-16,debit,shopping,16224
100003,2025-01-04,credit,emi,8061
100003,2025-11-18,credit,rent,12986
100003,2025-06-27,credit,fuel,10251
100003,2025-12-08,debit,salary,19782
100003,2025-08-08,debit,groceries,15581
100003,2025-04-25,debit,rent,9532
100003,2025-10-07,credit,rent,17825
100003,2025-08-19,debit,salary,21443
100003,2025-10-18,credit,salary,28256
100003,2025-02-13,credit,shopping,25951
100003,2025-09-10,credit,groceries,8966
100003,2025-12-02,debit,fuel,3727
100003,2025-03-09,credit,groceries,24682
100003,2025-12-09,credit,shopping,18824
100003,2025-02-16,debit,groceries,5259
100003,2025-02-11,credit,fuel,34655
100003,2025-04-20,credit,medical,34095
100003,2025-10-04,debit,rent,12223
100003,2025-04-21,credit,groceries,19132
100003,2025-09-07,debit,rent,17601
100003,2025-12-10,debit,travel,19875
100003,2025-05-09,credit,fuel,13650
100003,2025-08-14,debit,groceries,13817
100003,2025-05-14,debit,fuel,14004
100004,2025-01-03,debit,rent,5345
100004,2025-10-17,debit,shopping,4539
100004,2025-07-07,debit,fuel,4060
100004,2025-12-26,debit,rent,2515
100004,2025-11-25,debit,medical,4570
100004,2025-04-30,debit,salary,5080
100004,2025-02-06,credit,salary,9568
100004,2025-07-06,debit,rent,6065
100004,2025-10-25,debit,rent,4987
100004,2025-11-10,credit,travel,9834
100004,2025-07-31,debit,groceries,5448
100004,2025-10-22,debit,shopping,5588
100004,2025-04-15,debit,emi,6258
100004,2025-03-20,credit,emi,6824
100004,2025-10-25,debit,groceries,581
100004,2025-04-26,debit,groceries,4519
100004,2025-07-21,debit,fuel,2599
100004,2025-09-17,credit,fuel,7765
100004,2025-04-08,debit,groceries,2858
100004,2025-01-12,debit,emi,6080
100004,2025-11-23,debit,rent,3029
100004,2025-01-10,debit,travel,839
100004,2025-10-05,debit,fuel,4378
100004,2025-02-28,debit,salary,5619
100004,2025-12-23,credit,groceries,4635
100004,2025-12-06,credit,rent,6159
100004,2025-07-26,debit,groceries,2579
100004,2025-09-07,credit,groceries,6533
100004,2025-08-22,credit,rent,4586
100004,2025-05-30,debit,shopping,2182
100004,2025-09-08,debit,emi,2449
100004,2025-12-14,debit,fuel,1265
100004,2025-03-24,debit,salary,2962
100004,2025-08-08,debit,rent,2451
100004,2025-09-07,debit,emi,2084
100004,2025-11-15,debit,groceries,6220
100004,2025-02-19,debit,groceries,798
100004,2025-03-20,credit,salary,9804
100004,2025-09-08,debit,salary,5444
100004,2025-01-18,credit,groceries,4922
100005,2025-11-18,credit,rent,2788
100005,2025-02-28,credit,shopping,2011
100005,2025-09-25,debit,travel,1702
100005,2025-02-21,credit,emi,1865
100005,2025-11-13,debit,rent,1087
100005,2025-05-23,debit,groceries,288
100005,2025-05-04,debit,emi,1384
100005,2025-10-25,debit,shopping,1603
100005,2025-10-09,debit,fuel,349
100005,2025-11-25,debit,fuel,2755
100005,2025-11-29,debit,rent,2401
100005,2025-07-29,debit,rent,2052
100005,2025-06-03,credit,fuel,4237
100005,2025-10-16,credit,emi,2658
100005,2025-01-28,credit,emi,2805
100005,2025-06-11,credit,shopping,2566
100005,2025-07-30,credit,emi,2168
100005,2025-05-01,debit,rent,825
100005,2025-09-19,credit,fuel,4854
100005,2025-01-14,credit,emi,2921
100005,2025-02-22,debit,fuel,1135
100005,2025-10-07,debit,salary,723
100005,2025-09-08,credit,emi,4052
100005,2025-07-17,debit,shopping,1508
100005,2025-02-13,debit,emi,2534
100005,2025-08-29,credit,groceries,2511
100005,2025-04-05,debit,groceries,789
100005,2025-01-01,credit,shopping,3871
100005,2025-10-11,debit,emi,2457
100005,2025-12-29,debit,salary,1481
100005,2025-10-02,debit,emi,2188
100005,2025-11-16,debit,groceries,321
100005,2025-08-14,credit,salary,3408
100005,2025-05-06,debit,emi,674
100005,2025-11-12,debit,fuel,1117
100005,2025-01-13,credit,fuel,1859
100006,2025-06-18,debit,groceries,6975
100006,2025-01-10,credit,rent,20562
100006,2025-10-29,debit,medical,20605
100006,2025-03-28,credit,rent,7860
100006,2025-05-03,debit,emi,18544
100006,2025-07-11,debit,emi,14171
100006,2025-02-26,debit,shopping,8267
100006,2025-06-13,debit,salary,9316
100006,2025-09-24,debit,groceries,19857
100006,2025-04-08,credit,salary,14924
100006,2025-12-03,debit,emi,13330
100006,2025-12-12,debit,groceries,21006
100006,2025-05-22,credit,groceries,18312
100006,2025-05-25,debit,groceries,14259
100006,2025-12-07,debit,medical,12327
100006,2025-12-06,debit,fuel,2113
100006,2025-07-09,credit,travel,33333
100006,2025-03-18,credit,groceries,13796
100006,2025-05-08,credit,emi,24140
100006,2025-10-25,debit,groceries,11095
100006,2025-02-28,credit,salary,27357
100006,2025-06-16,credit,groceries,22606
100006,2025-07-03,debit,shopping,19228
100006,2025-07-08,debit,groceries,4839
100006,2025-11-18,debit,fuel,9793
100006,2025-09-07,debit,shopping,7537
100006,2025-08-11,credit,rent,14231
100006,2025-08-13,debit,groceries,3742
100006,2025-09-01,credit,emi,18030
100006,2025-02-05,credit,emi,9040
100006,2025-09-18,debit,groceries,5713
100006,2025-01-26,debit,fuel,14059
100006,2025-02-26,credit,emi,28202
100007,2025-02-15,credit,salary,15860
100007,2025-08-05,credit,travel,19086
100007,2025-11-15,credit,shopping,25071
100007,2025-12-20,debit,emi,5936
100007,2025-06-30,debit,rent,9590
100007,2025-10-03,debit,shopping,14597
100007,2025-05-16,debit,travel,14642
100007,2025-12-27,credit,travel,8700
100007,2025-03-05,credit,groceries,9855
100007,2025-03-09,credit,rent,8075
100007,2025-03-19,debit,medical,9288
100007,2025-07-02,debit,emi,9892
100007,2025-10-09,credit,groceries,8807
100007,2025-09-09,credit,travel,20563
100007,2025-10-16,debit,shopping,7968
100007,2025-10-29,credit,groceries,20740
100007,2025-09-01,debit,fuel,8550
100007,2025-12-15,debit,fuel,7776
100007,2025-07-05,credit,groceries,18266
100007,2025-12-24,debit,emi,9093
100007,2025-06-23,debit,groceries,14582
100007,2025-04-13,credit,rent,13174
100007,2025-03-11,credit,rent,15789
100007,2025-06-17,debit,salary,13948
100007,2025-03-12,debit,salary,15082
100007,2025-02-26,debit,shopping,9017
100007,2025-03-24,debit,medical,15166
100007,2025-06-10,debit,groceries,14344
100007,2025-04-20,debit,fuel,16056
100007,2025-08-10,debit,groceries,5578
100007,2025-11-16,debit,shopping,14932
100007,2025-11-10,debit,medical,10854
100007,2025-10-29,credit,medical,6188
100007,2025-04-10,debit,shopping,12012
100007,2025-10-05,credit,emi,17884
100007,2025-06-21,debit,emi,1943
100007,2025-02-10,debit,emi,13139
100007,2025-07-13,credit,salary,15608
100007,2025-06-25,debit,emi,8195
100007,2025-09-07,credit,groceries,24261
100007,2025-07-07,credit,rent,9759
100007,2025-04-08,credit,rent,21929
100007,2025-11-05,debit,salary,11616
100007,2025-07-06,debit,medical,10185
100008,2025-05-05,debit,rent,12062
100008,2025-11-02,debit,rent,11406
100008,2025-08-12,credit,travel,13517
100008,2025-05-09,credit,travel,21576
100008,2025-07-05,credit,rent,20553
100008,2025-05-13,debit,fuel,11584
100008,2025-02-26,debit,shopping,11663
100008,2025-03-07,debit,rent,11629
100008,2025-11-03,debit,groceries,11857
100008,2025-10-22,debit,shopping,8273
100008,2025-04-07,credit,travel,10150
100008,2025-08-02,debit,travel,12499
100008,2025-04-11,debit,shopping,3495
100008,2025-07-26,debit,groceries,1665
100008,2025-03-02,credit,emi,19885
100008,2025-05-22,debit,rent,6884
100008,2025-06-06,debit,groceries,12487
100008,2025-08-25,debit,fuel,6503
100008,2025-07-29,debit,salary,6545
100008,2025-09-30,debit,groceries,10254
100008,2025-04-20,debit,shopping,8589
100008,2025-10-27,debit,shopping,9505
100008,2025-09-13,debit,rent,7289
100008,2025-10-13,credit,salary,22373
100008,2025-12-24,debit,shopping,11814
100008,2025-06-20,debit,emi,14041
100008,2025-03-03,debit,groceries,3888
100008,2025-11-16,debit,groceries,2464
100008,2025-04-29,debit,salary,3564
100008,2025-01-18,debit,groceries,9614
100008,2025-09-08,credit,shopping,12704
100008,2025-08-25,debit,shopping,3619
100008,2025-12-10,debit,emi,7437
100008,2025-02-08,debit,groceries,1584
100008,2025-12-03,debit,rent,8940
100008,2025-05-23,debit,salary,14070
100008,2025-06-21,debit,rent,13546
100008,2025-10-22,debit,groceries,11346
100008,2025-10-19,credit,fuel,23799
100008,2025-08-31,debit,medical,7765
100008,2025-03-14,debit,rent,2706
100008,2025-04-05,debit,shopping,12378
100008,2025-04-20,debit,travel,6120
100008,2025-10-15,credit,shopping,15497
100008,2025-01-14,debit,rent,7976
100008,2025-12-27,credit,shopping,16372
100008,2025-07-02,credit,fuel,9562
100008,2025-01-28,debit,groceries,8018
100008,2025-03-11,credit,emi,23083
100008,2025-05-06,debit,rent,6894
100009,2025-04-07,credit,groceries,6369
100009,2025-05-25,debit,salary,5866
100009,2025-01-07,credit,rent,10517
100009,2025-11-21,debit,medical,1692
100009,2025-06-04,credit,shopping,6121
100009,2025-11-20,debit,emi,4372
100009,2025-08-16,debit,emi,4039
100009,2025-09-25,credit,emi,5995
100009,2025-05-01,debit,fuel,5400
100009,2025-10-05,credit,shopping,9505
100009,2025-01-18,credit,shopping,9763
100009,2025-03-23,credit,rent,8503
100009,2025-08-16,debit,groceries,1532
100009,2025-03-24,debit,shopping,6465
100009,2025-06-30,credit,salary,4023
100009,2025-03-03,credit,rent,9132
100009,2025-01-04,debit,rent,5829
100009,2025-07-11,debit,medical,5333
100009,2025-09-09,credit,rent,9866
100009,2025-03-20,credit,rent,6873
100009,2025-10-23,debit,travel,2730
100009,2025-04-16,debit,rent,2551
100009,2025-06-02,credit,fuel,3791
100009,2025-12-07,debit,groceries,2617
100009,2025-07-26,credit,fuel,9659
100009,2025-05-06,debit,rent,3113
100009,2025-05-30,debit,shopping,2284
100009,2025-03-06,credit,salary,8448
100009,2025-05-21,credit,rent,2771
100009,2025-02-10,credit,emi,10381
100009,2025-11-04,credit,rent,3070
100009,2025-10-18,debit,fuel,669
100009,2025-09-26,credit,fuel,10073
100009,2025-01-03,debit,rent,4463
100009,2025-11-29,credit,emi,10170
100009,2025-03-03,debit,rent,3692
100009,2025-01-06,credit,rent,5712
100009,2025-09-22,debit,travel,4682
100009,2025-12-15,debit,salary,1664
100009,2025-10-18,credit,groceries,10665
100009,2025-05-26,debit,shopping,5633
100009,2025-04-20,credit,fuel,4001
100009,2025-10-03,credit,shopping,5535
100009,2025-10-16,credit,groceries,9247
100009,2025-02-14,credit,shopping,7955
100009,2025-12-13,debit,groceries,2302
100009,2025-01-19,debit,fuel,3009
100009,2025-08-22,debit,shopping,2950
100009,2025-01-17,debit,medical,6174
100009,2025-09-10,debit,shopping,1371
100009,2025-08-03,debit,medical,3702
100010,2025-05-27,debit,groceries,12653
100010,2025-03-14,credit,groceries,25615
100010,2025-07-16,debit,rent,11233
100010,2025-07-25,credit,shopping,17924
100010,2025-02-15,debit,shopping,8367
100010,2025-10-28,credit,shopping,25395
100010,2025-01-20,debit,travel,6663
100010,2025-09-14,debit,salary,15226
100010,2025-05-17,debit,groceries,8041
100010,2025-01-16,credit,emi,8319
100010,2025-08-26,debit,groceries,4310
100010,2025-01-15,debit,groceries,7608
100010,2025-09-06,debit,groceries,6529
100010,2025-10-16,debit,salary,11370
100010,2025-07-04,debit,shopping,15434
100010,2025-04-16,credit,shopping,10847
100010,2025-11-21,debit,groceries,9192
100010,2025-06-19,credit,salary,16500
100010,2025-02-23,debit,shopping,7842
100010,2025-09-16,debit,groceries,3866
100010,2025-06-10,debit,groceries,14890
100010,2025-07-12,debit,rent,15331
100010,2025-04-20,credit,groceries,9726
100010,2025-08-18,credit,rent,9332
100010,2025-10-23,debit,groceries,10758
100010,2025-07-29,debit,salary,18701
100010,2025-03-13,debit,shopping,16920
100010,2025-08-16,credit,rent,30253
100010,2025-01-06,credit,shopping,10571
100010,2025-02-28,debit,shopping,6872
100010,2025-07-10,credit,groceries,25728
100010,2025-08-04,debit,groceries,19083
100011,2025-05-25,credit,groceries,8011
100011,2025-06-02,debit,salary,6605
100011,2025-11-12,credit,emi,9805
100011,2025-06-13,credit,groceries,5663
100011,2025-01-07,credit,medical,5341
100011,2025-08-17,debit,salary,4650
100011,2025-11-04,debit,groceries,6486
100011,2025-07-10,debit,salary,5983
100011,2025-03-05,debit,medical,6901
100011,2025-04-14,debit,shopping,5095
100011,2025-08-05,debit,salary,5883
100011,2025-03-02,debit,rent,8966
100011,2025-12-23,debit,shopping,3539
100011,2025-09-08,credit,rent,9784
100011,2025-09-09,debit,shopping,8373
100011,2025-05-29,debit,groceries,6754
100011,2025-03-01,debit,emi,3082
100011,2025-08-28,debit,medical,6578
100011,2025-02-04,debit,shopping,7463
100011,2025-05-12,debit,emi,938
100011,2025-12-08,debit,rent,7090
100011,2025-11-11,debit,rent,3350
100011,2025-09-24,debit,emi,5399
100011,2025-02-11,debit,shopping,8758
100011,2025-12-24,credit,rent,14472
100011,2025-04-16,debit,fuel,8125
100011,2025-06-14,debit,groceries,6186
100011,2025-02-21,debit,salary,3081
100011,2025-02-28,debit,medical,3924
100011,2025-10-11,credit,shopping,12672
100011,2025-07-01,credit,emi,5896
100011,2025-12-29,debit,salary,2018
100011,2025-01-08,credit,salary,13255
100011,2025-10-11,credit,fuel,11811
100011,2025-03-04,credit,emi,7491
100011,2025-08-10,debit,shopping,5308
100011,2025-02-15,credit,groceries,4087
100011,2025-08-04,debit,fuel,4962
100011,2025-09-26,debit,fuel,3304
100011,2025-05-27,debit,emi,7549
100011,2025-12-03,debit,fuel,944
100011,2025-01-04,debit,shopping,7013
100011,2025-04-03,debit,emi,4001
100011,2025-10-24,debit,salary,1225
100011,2025-02-27,debit,shopping,4322
100011,2025-07-26,debit,emi,2586
100011,2025-01-11,debit,groceries,1393
100011,2025-05-24,debit,medical,3220
100011,2025-11-21,debit,rent,3386
100011,2025-02-17,debit,emi,2423
100011,2025-08-08,debit,rent,5512
100011,2025-08-02,debit,shopping,9137
100011,2025-09-06,debit,fuel,5070
100011,2025-04-28,debit,groceries,5731
100011,2025-07-20,debit,salary,6257
100012,2025-04-07,credit,rent,3139
100012,2025-08-05,debit,rent,2938
100012,2025-08-07,debit,rent,1214
100012,2025-04-06,debit,salary,2689
100012,2025-05-24,debit,salary,1520
100012,2025-05-02,debit,rent,977
100012,2025-03-03,debit,salary,958
100012,2025-09-28,debit,emi,2500
100012,2025-03-16,credit,shopping,3772
100012,2025-02-13,credit,travel,4373
100012,2025-08-24,credit,shopping,2878
100012,2025-02-08,debit,rent,2249
100012,2025-10-16,debit,groceries,2085
100012,2025-07-28,debit,groceries,669
100012,2025-10-11,credit,groceries,1237
100012,2025-08-28,credit,fuel,3741
100012,2025-09-22,credit,salary,3277
100012,2025-03-01,debit,emi,731
100012,2025-08-16,debit,emi,1065
100012,2025-08-29,credit,groceries,1332
100012,2025-10-17,debit,salary,2412
100012,2025-01-12,credit,shopping,4643
100012,2025-05-15,debit,shopping,2041
100012,2025-10-21,debit,shopping,1771
100012,2025-09-15,credit,fuel,3369
100012,2025-08-22,debit,groceries,360
100012,2025-09-06,debit,rent,2284
100012,2025-05-16,debit,emi,2378
100012,2025-12-26,debit,salary,993
100012,2025-01-19,debit,emi,919
100012,2025-01-17,debit,emi,354
100012,2025-10-25,debit,medical,708
100012,2025-01-08,debit,groceries,2795
100012,2025-07-10,debit,groceries,2440
100012,2025-06-27,debit,emi,808
100012,2025-02-17,debit,travel,2616
100012,2025-10-14,debit,fuel,2114
100012,2025-05-02,credit,salary,2293
100012,2025-07-28,debit,groceries,676
100012,2025-05-14,debit,salary,1380
100012,2025-01-04,debit,medical,763
100012,2025-02-25,debit,rent,1833
100012,2025-01-01,credit,salary,2175
100012,2025-10-07,credit,rent,4530
100012,2025-07-08,debit,emi,1208
100013,2025-01-09,credit,emi,15146
100013,2025-09-29,credit,rent,12254
100013,2025-03-08,debit,salary,2226
100013,2025-12-22,debit,groceries,2154
100013,2025-10-04,debit,shopping,10458
100013,2025-07-04,debit,shopping,6260
100013,2025-12-31,credit,groceries,12482
100013,2025-01-19,debit,salary,12518
100013,2025-07-22,credit,groceries,7737
100013,2025-11-02,credit,groceries,8141
100013,2025-11-11,debit,fuel,9269
100013,2025-07-27,debit,rent,1923
100013,2025-11-07,credit,shopping,16497
100013,2025-04-19,debit,groceries,11528
100013,2025-09-13,debit,emi,5579
100013,2025-06-14,credit,shopping,7884
100013,2025-01-25,debit,rent,7903
100013,2025-08-26,debit,emi,5827
100013,2025-11-24,debit,groceries,7255
100013,2025-05-30,credit,rent,4565
100013,2025-01-22,debit,shopping,3982
100013,2025-07-11,debit,shopping,8423
100013,2025-11-22,credit,groceries,16883
100013,2025-09-02,debit,travel,1379
100013,2025-12-10,debit,salary,9274
100013,2025-09-11,credit,salary,13980
100013,2025-07-14,credit,groceries,14177
100013,2025-02-08,debit,groceries,3111
100013,2025-10-10,credit,shopping,8333
100013,2025-03-05,credit,rent,6627
100013,2025-10-03,debit,shopping,10456
100013,2025-08-15,debit,shopping,9407
100013,2025-07-11,debit,salary,10631
100013,2025-03-01,credit,groceries,6613
100013,2025-06-13,debit,shopping,11262
100013,2025-06-26,debit,groceries,1479
100013,2025-10-30,debit,rent,7886
100013,2025-03-08,debit,shopping,6545
100013,2025-02-28,debit,salary,11530
100013,2025-03-24,debit,fuel,4191
100013,2025-08-30,credit,medical,13216
100013,2025-07-22,debit,rent,8442
100013,2025-12-12,debit,emi,3674
100013,2025-08-14,debit,shopping,12040
100013,2025-02-27,debit,fuel,4291
100013,2025-01-15,debit,groceries,1446
100013,2025-07-12,debit,groceries,9542
100013,2025-09-15,debit,emi,8816
100013,2025-03-18,credit,rent,11271
100013,2025-04-28,credit,rent,12424
100013,2025-12-24,credit,fuel,8782
100013,2025-04-13,credit,fuel,11139
100013,2025-03-26,debit,groceries,5307
100013,2025-04-05,debit,shopping,10950
100013,2025-03-23,credit,shopping,9942
100013,2025-02-27,credit,groceries,11271
100013,2025-01-12,debit,emi,6312
100014,2025-06-23,credit,groceries,13460
100014,2025-09-27,debit,shopping,10492
100014,2025-07-17,debit,groceries,7231
100014,2025-07-25,credit,salary,5087
100014,2025-10-10,debit,groceries,10062
100014,2025-04-16,debit,rent,1195
100014,2025-11-04,debit,groceries,1470
100014,2025-10-23,credit,groceries,10720
100014,2025-02-26,debit,groceries,9613
100014,2025-08-22,debit,groceries,7131
100014,2025-01-02,debit,rent,1463
100014,2025-05-07,credit,shopping,16276
100014,2025-01-10,credit,shopping,12353
100014,2025-11-27,debit,groceries,5880
100014,2025-11-22,credit,rent,5357
100014,2025-04-21,debit,groceries,2789
100014,2025-08-30,debit,emi,2580
100014,2025-04-05,credit,salary,14148
100015,2025-02-01,debit,groceries,1892
100015,2025-04-10,debit,groceries,4421
100015,2025-04-09,credit,salary,2418
100015,2025-06-07,credit,salary,3283
100015,2025-03-25,credit,groceries,4843
100015,2025-09-13,debit,shopping,616
100015,2025-09-05,credit,emi,4576
100015,2025-09-01,debit,salary,3481
100015,2025-01-17,credit,groceries,5658
100015,2025-10-07,credit,medical,5145
100015,2025-12-21,debit,salary,2541
100015,2025-01-16,credit,emi,6850
100015,2025-04-05,debit,shopping,4743
100015,2025-09-11,debit,salary,2984
100015,2025-11-22,credit,medical,6120
100015,2025-03-25,debit,salary,2016
100015,2025-05-13,debit,medical,2290
100015,2025-11-03,debit,salary,2619
100015,2025-12-15,debit,rent,3144
100015,2025-07-27,credit,groceries,5673
100015,2025-03-28,credit,groceries,6406
100015,2025-08-29,debit,shopping,459
100015,2025-09-11,debit,groceries,819
100015,2025-08-08,credit,fuel,2605
100015,2025-09-19,debit,groceries,1779
100015,2025-06-24,debit,medical,3972
100015,2025-07-08,debit,groceries,2624
100015,2025-01-03,debit,travel,712
100015,2025-01-24,debit,fuel,2140
100015,2025-01-04,debit,groceries,4774
100015,2025-12-27,credit,groceries,2674
100015,2025-04-01,debit,shopping,1905
100015,2025-07-31,credit,travel,2351
100015,2025-01-18,debit,groceries,3418
100016,2025-05-21,debit,shopping,2281
100016,2025-01-29,debit,salary,4562
100016,2025-04-06,debit,groceries,4762
100016,2025-07-03,debit,emi,1391
100016,2025-04-07,debit,salary,5791
100016,2025-01-29,debit,shopping,3958
100016,2025-01-27,debit,groceries,3446
100016,2025-06-21,debit,rent,2450
100016,2025-06-28,debit,fuel,6403
100016,2025-08-06,credit,salary,2639
100016,2025-08-04,credit,rent,6211
100016,2025-09-26,debit,emi,3660
100016,2025-04-14,credit,shopping,5598
100016,2025-07-17,credit,rent,5601
100016,2025-06-21,debit,rent,4743
100016,2025-02-23,credit,shopping,5693
100016,2025-11-14,debit,salary,5997
100016,2025-04-25,debit,rent,3922
100016,2025-08-09,debit,emi,5065
100016,2025-11-24,credit,fuel,8399
100016,2025-06-23,debit,groceries,4235
