customer_id,debt_to_income,credit_utilization_clean,missed_emi_months,monthly_spend_stability,rolling_6m_delinquency,balance_volatility,num_past_defaults,enquiry_rate
100032,2.0762007970602667,0.24,0.0,0.0,5.0,0.26945804667214335,1,0.3333333333333333
100033,1.5481707039357682,0.94,2.0,0.8575882892211361,3.0,0.09222766990554888,2,1.1666666666666667
100034,0.5493530421050279,0.93,0.0,1.2716453641628005,0.0,0.21569522216235978,1,1.1666666666666667
100035,1.6236588326075745,0.48,0.0,1.2096211934422867,6.0,0.23671539729809307,1,0.3333333333333333
100036,0.5619369649697825,0.01,5.0,1.0122381946447134,5.0,0.5636422782659122,3,0.16666666666666666
100037,2.9253538292184307,0.05,0.0,0.0,3.0,0.3185245247386774,1,1.6666666666666667
100038,0.0,0.94,7.0,0.6810015625450726,0.0,0.5578746646424222,2,1.1666666666666667
100039,0.0,0.71,6.0,0.5547951052150591,4.0,0.45983772232004383,2,1.1666666666666667
100040,0.0,0.32,0.0,0.0,6.0,0.34011937757001204,1,0.3333333333333333
100041,0.0,0.86,2.0,0.20016638402784742,4.0,0.4566993860052306,2,0.0
100042,0.0,0.84,1.0,0.6633744492512701,2.0,0.26938896223657177,1,1.1666666666666667
100043,0.42612107719681275,0.46,2.0,0.47184243478687343,4.0,0.9878773642936576,2,0.0
100044,0.0,0.12,8.0,0.6600496959196477,6.0,2.812981788911398,2,0.16666666666666666
100045,0.0,0.09,2.0,1.081835734947817,1.0,0.1374492053476689,2,0.6666666666666666
100046,0.0,0.63,1.0,0.2866287116566255,4.0,0.08519055343437021,1,0.3333333333333333
100047,0.29137380379609096,0.09,4.0,0.5903366538209891,5.0,0.9943463796227716,1,0.3333333333333333
100048,1.3016657822187132,0.83,2.0,1.0044097081659935,6.0,0.2340961727590193,2,1.5
100049,0.0,0.78,1.0,0.5053439232285036,0.0,1.8361767909641546,1,1.1666666666666667
100050,0.47795520822146403,0.03,6.0,0.5751238206140183,0.0,0.3042522885928749,1,2.0
100051,0.18179177265406982,0.24,4.0,0.5559500133901334,3.0,0.32763062504304385,2,1.3333333333333333
100052,1.6280224083644472,0.7,0.0,0.0,2.0,0.17009472758373956,1,0.5
100053,0.0,0.92,9.0,0.4301241754658262,2.0,0.2368844405198007,1,1.0
100054,0.9938652158167929,0.03,3.0,0.21326516913653532,1.0,0.913987491644165,2,0.0
100055,0.31538251951975677,0.04,3.0,0.3902677179246855,4.0,0.2779181972847674,1,0.0
100056,0.7198659025787966,0.0,1.0,0.6330241786460445,0.0,0.3128086212944602,0,0.3333333333333333
100057,0.0,0.67,2.0,0.24257239692031485,2.0,0.30258749933909007,2,1.8333333333333333
100058,0.6053671025114236,0.08,5.0,0.7098148413532323,3.0,1.624840520899017,2,0.5
100059,0.17524267370048144,0.37,0.0,0.8123658596813638,1.0,0.30620591320049384,1,2.0
100060,0.15728149409402226,0.1,5.0,0.5622464583240799,1.0,0.36575470674669674,2,0.6666666666666666
100061,0.937698967034429,1.0,0.0,0.8622699618958237,1.0,0.4638287968263345,0,0.5
100062,0.0,0.96,4.0,0.42915302419452145,0.0,0.2770428294032288,1,1.8333333333333333
100063,2.753511835467598,0.95,2.0,0.43652055261318173,5.0,0.3649825840190041,1,1.1666666666666667
100064,0.9431969741530843,0.32,0.0,0.0,6.0,0.1413850219604574,2,0.5
100065,0.2864627728806292,0.49,8.0,0.87171357421579,6.0,0.3140431133395117,1,1.5
100066,0.9310014712853879,0.37,5.0,0.8426402298217814,6.0,0.6444375394735242,1,0.6666666666666666
100067,0.13988967067607322,1.0,0.0,0.0,5.0,0.6516239495645477,0,0.6666666666666666
100068,0.5845034512490787,0.49,0.0,0.0,2.0,0.41963854365183734,1,0.3333333333333333
100069,0.2809473514150165,0.33,0.0,0.0,2.0,0.33845329723824635,1,0.6666666666666666
100070,0.3435118363219741,0.49,0.0,0.22782532110209242,4.0,0.3041409629641002,1,1.3333333333333333
100071,0.6865637315882458,0.47,0.0,0.0,3.0,0.6209468584961829,1,1.5
100072,2.520413911339701,0.94,0.0,0.0,1.0,0.4282649802985549,1,1.6666666666666667
100073,0.5255735352149996,0.96,2.0,0.5267100964249717,5.0,0.8761988055294345,2,1.5
100074,0.0,0.81,5.0,0.7095208501922697,1.0,1.0523256900839952,2,1.1666666666666667
100075,1.0737280741676454,0.55,0.0,0.0,2.0,0.0,1,1.1666666666666667
100076,1.4129985333356894,0.26,4.0,0.5826435528600641,5.0,0.7322425175675243,1,0.8333333333333334
100077,0.6596046714932815,0.81,5.0,0.7161042038782323,3.0,0.9135145018495285,3,0.3333333333333333
100078,0.45461564449347663,0.53,8.0,0.44126397463761324,1.0,0.3371429848615904,1,1.8333333333333333
100079,0.8425746336505332,0.45,4.0,0.21833864827770783,4.0,1.310340667109776,2,1.8333333333333333
100080,0.6702409382167261,0.73,0.0,0.0,0.0,0.36929614498608854,0,1.0
100081,0.0,0.55,5.0,0.6424253274054671,1.0,0.8854971771026985,2,0.3333333333333333
100082,0.14150711101676927,0.44,0.0,0.07634395387564581,0.0,0.4885100312628991,0,1.8333333333333333
100083,0.0,0.08,0.0,0.0,0.0,0.1795060579700324,0,1.1666666666666667
100084,0.3999120586165272,0.49,5.0,0.2198290459089055,6.0,0.36327158797535014,3,1.1666666666666667
100085,0.1973636633002044,0.48,7.0,0.5599242990276503,0.0,1.0256528563282472,2,1.6666666666666667
100086,0.6565534508604902,0.96,7.0,0.3417081572499518,6.0,2.78042153238365,1,1.6666666666666667
100087,0.8710747830222328,0.09,4.0,0.22423436305055247,3.0,1.4094301254355193,2,1.5
100088,3.8400759513291485,1.0,0.0,0.5513383308382066,1.0,0.1930976793203856,2,1.5
100089,0.7441083288716221,0.2,8.0,0.38539287479638107,0.0,0.25720638929705575,2,1.5
100090,1.2428977504245866,0.85,0.0,1.3888103166215013,0.0,0.0,0,0.0
100091,0.09450044889059894,0.49,8.0,1.2607211854628357,2.0,2.2349463543168544,2,0.16666666666666666
100092,0.3540998583041241,0.35,0.0,0.644140732748507,2.0,0.2355603774324358,1,1.6666666666666667
100093,0.7070749896935818,0.48,0.0,0.0,2.0,0.2514716847940047,1,2.0
100094,0.4443269938327099,0.17,0.0,1.2388981880179641,4.0,0.9635088945150833,1,1.0
100095,0.0,0.72,8.0,0.9448729883446475,6.0,0.3777856581851529,3,1.8333333333333333
100096,0.8978331433109619,0.03,0.0,0.0,1.0,0.2527421293151376,1,0.16666666666666666
100097,1.3771411087154206,0.66,8.0,0.2691625180035338,6.0,0.4094954869170592,2,0.8333333333333334
100098,0.718193493500863,0.23,5.0,1.0399181908848882,5.0,0.1561615776384318,3,1.5
100099,0.08627982887891025,0.68,8.0,0.3432323923998407,0.0,1.3767134868452455,1,0.3333333333333333
100100,0.632453522195523,0.58,5.0,0.5551065001131164,4.0,0.5700937600557052,1,1.1666666666666667
100101,0.2059146446749845,0.92,9.0,0.6753624366841791,3.0,0.6766051709950471,2,0.3333333333333333
100102,0.22161483458517803,0.03,4.0,0.9678657220672897,6.0,0.9515250992769705,1,0.5
100103,0.3220698631873947,0.84,5.0,0.25668146882432,3.0,0.79585601968597,2,1.8333333333333333
100104,0.706653284046121,0.44,7.0,0.6002707708868144,6.0,0.3874095575418695,3,1.3333333333333333
100105,0.10149183125561285,0.23,8.0,0.5644139900857268,1.0,0.3733469233955683,2,0.3333333333333333
100106,0.0,0.9,7.0,0.6753911788140159,4.0,0.7301106990276427,3,0.5
100107,0.09534607446499839,0.49,0.0,1.7934044670526232,2.0,0.21447292195339837,0,1.5
100108,0.07280112677321443,0.74,5.0,0.5929054483537518,3.0,2.111168155363283,2,1.8333333333333333
100109,2.4332351192615,0.24,7.0,0.519776712711833,1.0,0.29017486297227085,2,0.6666666666666666
100110,1.062918497453825,0.16,0.0,0.30251754645137585,1.0,0.33136685219785866,1,1.5
100111,0.19191341069742687,0.82,0.0,0.175796343909886,2.0,0.22387221715554767,1,1.8333333333333333
100112,0.0,0.88,0.0,0.0,4.0,0.4688576944123435,1,0.16666666666666666
100113,0.4514750930579695,0.21,1.0,0.25409716627785645,1.0,0.42349194167616555,1,0.16666666666666666
100114,0.0,0.49,1.0,0.7705722487052247,4.0,0.9961838357199311,1,1.0
100115,0.25813689327717665,0.7,5.0,0.9750834415214452,0.0,0.8702046888082844,3,1.3333333333333333
100116,3.0849278522045958,0.94,4.0,0.4823490770618877,0.0,0.9799546529472859,1,2.0
100117,0.36171605676689683,0.47,2.0,1.1879460160121118,0.0,0.594776167224487,1,1.5
100118,0.7227284712931702,0.24,0.0,0.0,4.0,0.22964090339177634,0,1.6666666666666667
100119,0.721779974646601,0.39,4.0,0.30782694993367926,0.0,2.442386095559088,2,0.8333333333333334
100120,0.6668088774120298,0.66,3.0,0.5707530647496712,0.0,0.28080901837982614,1,1.1666666666666667
100121,0.21401542260974749,0.81,6.0,0.6095765681453229,4.0,0.22313163325626742,1,1.6666666666666667
100122,1.0073260384213787,0.77,7.0,0.6801208484334291,2.0,1.106836866735849,1,0.16666666666666666
100123,1.7509871003766997,0.79,8.0,0.6068884520765205,3.0,2.2349518409431863,3,1.8333333333333333
100124,0.0,0.18,8.0,0.4463399271676723,5.0,0.38058192833439847,1,0.16666666666666666
100125,0.6253838767400066,0.16,1.0,0.8131387199795711,6.0,0.883507600978595,2,1.6666666666666667
100126,0.0,0.0,0.0,0.0,6.0,0.2228770211980496,1,1.5
100127,0.44035605175421033,0.65,6.0,0.4172191707819877,6.0,0.0,1,1.8333333333333333
100128,0.08351273195860548,0.71,4.0,0.43292287413939506,1.0,4.236161724502153,2,1.0
100129,0.7586625284124984,0.86,5.0,0.8284978421776243,2.0,0.2374303755138092,2,0.8333333333333334
100130,2.674630763743206,0.3,0.0,0.29415605125665006,2.0,0.24399487771657977,0,0.3333333333333333
100131,0.8988283631220892,0.44,0.0,0.0,4.0,0.26825225775701683,2,1.1666666666666667
100132,1.7936473925044194,0.09,0.0,0.0,6.0,0.2610500295149565,1,1.0
100133,0.8068435163480219,0.54,4.0,0.4958003214077508,3.0,0.9723391528971327,1,1.5
100134,0.2951045383950251,0.78,3.0,1.2906333781586332,0.0,1.5485884211309626,2,0.16666666666666666
100135,0.0,0.47,4.0,0.6120015620517361,1.0,1.2079298971605654,1,0.6666666666666666
100136,0.17680471542684487,0.1,0.0,0.0,0.0,0.3248234549756769,0,0.5
100137,1.8936094932982466,0.69,0.0,0.0,6.0,1.0382996963963234,0,1.5
100138,0.0,0.32,7.0,0.8369859558879499,5.0,0.20698232021663554,1,0.0
100139,0.249624106059334,0.92,7.0,0.6099446461385077,2.0,1.1192525555553965,2,1.1666666666666667
100140,0.5815246656483181,0.41,6.0,0.6501503702402206,0.0,0.14216131732756238,2,0.6666666666666666
100141,0.6530785130968113,0.53,0.0,0.0,5.0,0.3357606875734072,1,1.8333333333333333
100142,0.28928903756876234,0.01,9.0,0.20669351568460187,4.0,3.1550280552619867,2,1.6666666666666667
100143,0.9335741243856088,0.05,0.0,0.9310028216926645,6.0,0.42236501546735067,1,2.0
100144,0.0,0.95,8.0,0.6048251402414118,6.0,0.37680496297723354,2,1.6666666666666667
100145,0.0,0.99,7.0,0.8173904338432597,6.0,0.6403993724745574,2,0.3333333333333333
100146,1.3351501301772457,0.05,5.0,0.022235252392073794,1.0,0.47527888228498966,2,2.0
100147,0.6865490073085659,0.0,0.0,0.09783612357086793,0.0,1.1648786039139385,1,0.0
100148,0.5815158848575276,0.49,8.0,0.8505581746735213,5.0,0.19251306285290673,2,1.6666666666666667
100149,0.0,0.35,0.0,0.0,1.0,0.27232166650768375,1,2.0
100150,0.8537862703467799,0.01,7.0,0.7540658075360327,2.0,0.3130538966515945,2,1.3333333333333333
100151,0.9010216851144441,0.02,0.0,0.0,5.0,0.23830772754648538,0,0.3333333333333333
100152,0.5985518158371114,0.67,0.0,0.0,6.0,0.3379637593956691,1,0.5
100153,0.0,0.78,6.0,0.6316211866123495,4.0,3.698965289451337,2,1.8333333333333333
100154,2.351794211589857,0.49,4.0,0.5673706879780993,3.0,0.40260491334044135,2,1.0
100155,1.0336651594149402,0.42,3.0,0.1062966421684117,5.0,0.48856252433667274,1,0.5
100156,2.368816296234582,0.33,0.0,0.0,4.0,0.26716375127818126,0,2.0
100157,0.812824214857026,0.01,3.0,1.0532832317144938,2.0,0.30760173155642373,2,1.5
100158,1.5938887072959051,0.6,3.0,0.46587375911612605,3.0,0.27573418005372446,1,0.0
100159,0.1906585818196167,0.19,5.0,1.5854397100717392,3.0,0.8637118833239636,2,1.5
100160,1.7883316095022022,0.91,2.0,0.6768332319136577,4.0,1.4139104408293435,3,0.3333333333333333
100161,0.6669193170665345,0.49,0.0,0.0,4.0,0.2250109313577321,0,0.3333333333333333
100162,0.6258342585802138,0.2,5.0,0.6376988135580576,1.0,0.7470088406472961,1,0.3333333333333333
100163,0.3932283511094041,0.97,0.0,0.8540246328759775,5.0,0.4420861681823545,1,0.3333333333333333
100164,0.17417187338387458,0.59,3.0,0.8451594305385879,4.0,0.3542428931217913,2,0.8333333333333334
100165,0.8277932425731416,0.26,5.0,0.4025409678010603,0.0,0.9328443749320272,1,1.6666666666666667
100166,0.7355156110194525,0.81,0.0,1.1094624769361916,3.0,0.04365520144461131,0,0.6666666666666666
100167,0.7008337053729251,0.59,5.0,0.5820252809408508,1.0,1.2320077080956449,2,1.8333333333333333
100168,0.0,0.76,2.0,0.45567590144967035,4.0,0.18257600360644333,1,2.0
100169,0.0,0.19,10.0,1.4990139201848112,1.0,0.6884902356872498,2,2.0
100170,0.9495096985554081,0.1,7.0,0.7192310425170729,0.0,3.5986000420988646,2,2.0
100171,1.1841735375519844,0.96,4.0,0.6293599424121659,1.0,4.100109301590265,1,0.8333333333333334
100172,0.0,0.8,5.0,0.5633189770606999,4.0,1.247950077388133,2,1.5
100173,0.2656110884668195,0.4,2.0,0.385069748287825,0.0,0.6322519393838143,1,2.0
100174,0.4568472021630826,0.01,3.0,0.38180699974639487,2.0,0.3359368365085322,2,1.8333333333333333
100175,0.0,0.02,0.0,0.0,3.0,1.4138799427547009,1,1.1666666666666667
100176,0.7574699390545215,0.28,2.0,0.6849206736927794,1.0,0.4392786972348683,1,1.6666666666666667
100177,0.43989768515209376,0.94,0.0,0.3169992197691631,0.0,0.4336732554629689,2,1.5
100178,0.4264012249261378,0.59,0.0,0.7962989524263684,1.0,0.9301617114586935,0,0.0
100179,1.3749762600403244,0.81,0.0,0.0,0.0,0.10344828918568173,1,0.6666666666666666
100180,0.3104357039608582,0.92,4.0,1.94852297464035,3.0,1.0623134138863504,3,1.0
100181,0.338022111042772,0.66,0.0,0.3515697073486848,1.0,0.3110391808761554,1,1.3333333333333333
100182,0.5469565260684272,0.34,3.0,0.4190220654715659,0.0,1.9992033459470224,3,0.5
100183,1.5726638812851175,0.08,0.0,0.0,4.0,0.126212829565731,1,1.5
100184,0.23454071095768775,0.85,7.0,0.30003399584488516,5.0,0.3085836118239439,2,0.8333333333333334
100185,0.2872769043886523,0.81,9.0,0.48522620168981484,2.0,1.3798333477375557,2,1.3333333333333333
100186,0.6310903888717371,0.29,5.0,0.10444449445937957,5.0,0.712059180822919,2,0.8333333333333334
100187,0.818788426638329,0.53,0.0,0.0,3.0,0.193092181711294,1,1.8333333333333333
100188,1.7531969217232004,0.21,3.0,0.6207161475484309,6.0,1.5836608294333119,2,0.6666666666666666
100189,2.03958198664081,0.18,0.0,0.0,5.0,0.28779195017953163,1,0.5
100190,0.5285831217426166,0.66,6.0,0.29684563632420824,0.0,1.538743605406708,2,1.5
100191,1.4308345589358424,0.4,4.0,0.5843036082962495,1.0,0.20929866746720047,2,2.0
100192,1.8909117439080512,0.48,2.0,0.4731069338806324,5.0,0.42544826571164623,2,0.5
100193,1.3675195770068276,0.32,2.0,0.3513236204004824,0.0,0.7240117984035155,2,1.1666666666666667
100194,2.557873631552478,0.0,8.0,0.0437907839071045,4.0,0.24714355082529146,2,0.0
100195,0.0,0.91,0.0,0.9657689568873621,3.0,1.548861083692042,1,2.0
100196,0.0,0.2,1.0,0.056562843467874144,5.0,0.29828266175984314,1,0.6666666666666666
100197,0.0,0.16,3.0,0.7928424495861264,2.0,0.14045817559152876,1,1.1666666666666667
100198,0.0,0.01,8.0,0.939490045255559,4.0,0.32794615505911867,3,0.5
100199,1.3745812118214935,0.91,0.0,0.0,2.0,0.3119903011554483,2,0.8333333333333334
100200,0.0,0.82,0.0,1.0504961542858082,1.0,0.12013037602489084,2,1.3333333333333333
100201,0.10526796150705331,0.49,0.0,0.7737661736718515,0.0,1.3674428285488507,2,0.16666666666666666
100202,0.6887713829902703,0.16,6.0,0.23513837938978494,0.0,0.6341277950116531,2,1.0
100203,0.9243737051548344,0.62,0.0,0.40374798635371595,0.0,1.3063915008426936,1,0.6666666666666666
100204,0.2675393395890964,0.29,2.0,0.6779210328175092,5.0,0.1456837520493972,2,1.1666666666666667
100205,0.0,0.76,3.0,0.5633158199045115,0.0,0.2800870142142938,1,2.0
100206,4.273108037976615,0.88,5.0,0.40352729842315643,0.0,2.71573621069275,1,1.0
100207,0.8192006527785227,0.76,6.0,0.6308954072039094,6.0,0.4062856433816158,1,0.3333333333333333
100208,2.3696942103954686,0.26,8.0,1.0151971333083427,1.0,0.8771744020197197,3,0.3333333333333333
100209,1.749764037562703,0.49,5.0,0.1991773370038882,5.0,0.0,3,0.0
100210,1.915779100178145,0.63,5.0,0.016423980258491382,3.0,0.24964280841534917,1,1.0
100211,0.49756168510972415,0.09,0.0,1.1852282057712338,4.0,1.0886321149376845,0,1.0
100212,0.0,0.23,7.0,0.12441795934310564,4.0,0.2880545162801942,3,1.3333333333333333
100213,2.6371036411846975,0.86,4.0,0.3882253007613551,0.0,0.2877054955794826,3,1.1666666666666667
100214,0.42855126382545394,0.5,10.0,0.03941509371162472,2.0,0.5836599030784373,1,2.0
100215,3.0016246428258895,0.66,3.0,0.3873778920959276,5.0,3.599177578621314,1,0.16666666666666666
100216,0.5176343506138075,0.46,7.0,0.19885914166389934,0.0,0.15568104031527275,1,2.0
100217,0.6170653455642506,0.53,5.0,1.0053448698968228,5.0,0.9179939684773062,3,0.16666666666666666
100218,0.0,0.86,0.0,0.4461614207623023,6.0,2.450419335689784,1,1.3333333333333333
100219,0.0,0.68,7.0,0.5042510014345922,0.0,2.823666643981504,2,1.3333333333333333
100220,1.059982260230024,0.12,0.0,0.0,1.0,0.1561118975026712,2,0.8333333333333334
100221,0.164323170924423,0.49,0.0,0.0,1.0,0.3732543984977199,2,1.5
100222,0.0,0.27,4.0,0.8764060896244191,6.0,0.20566350457641916,2,1.3333333333333333
100223,0.0,1.0,2.0,0.9379971365476544,2.0,2.729931058024216,3,1.6666666666666667
100224,0.29259413551674246,0.04,0.0,1.1386568418679175,4.0,0.023288798941280362,1,1.6666666666666667
100225,1.0205587848131221,0.41,0.0,0.0,6.0,0.29931424623049857,1,1.8333333333333333
100226,0.5225528336697526,0.46,3.0,0.5879365303541596,0.0,2.1278746452115316,2,1.6666666666666667
100227,0.3871553908550644,0.66,0.0,1.0768416712887114,0.0,1.1674664117511522,0,1.1666666666666667
100228,1.3104851045533847,0.19,7.0,0.13326999257833627,6.0,0.2401704832285855,2,2.0
100229,0.0,0.32,4.0,0.7395910183455515,1.0,0.2854428564278174,2,0.8333333333333334
100230,0.0,0.71,3.0,0.723331506025819,3.0,0.8545014497177288,2,1.8333333333333333
100231,0.119501676623755,0.28,3.0,0.6464364062713027,6.0,0.1224492512504641,3,2.0
100232,0.23628218122466704,0.47,0.0,0.0,2.0,0.3657607014934418,1,1.8333333333333333
100233,0.2714915686049756,0.17,7.0,0.19156156197142207,0.0,2.2156083582442343,1,2.0
100234,0.6590686854670856,0.19,0.0,0.7915998485357378,1.0,0.6980259126074386,1,0.0
100235,0.0,0.05,4.0,0.8631051662111812,0.0,0.6969258762034186,3,1.5
100236,0.7644979306631641,0.63,6.0,0.9609593606112339,2.0,3.8579523629750465,1,0.6666666666666666
100237,0.9841764357969939,0.23,7.0,0.30254363360915965,2.0,1.4189105100643717,3,0.3333333333333333
100238,0.23863239686089957,0.42,4.0,0.46387819456980806,3.0,1.043453717023769,1,0.5
100239,0.0,0.81,3.0,0.47207484227103413,3.0,0.21266084166414106,2,0.8333333333333334
100240,0.5675162357554221,0.66,0.0,0.0,4.0,0.0,0,1.3333333333333333
100241,1.1871055486789224,0.1,7.0,0.4064897793271731,0.0,0.940747823336501,2,1.0
100242,0.05548920027318955,0.94,0.0,0.40703589282031516,5.0,0.2239007539287108,2,0.6666666666666666
100243,0.0,0.19,5.0,0.4233190941035355,2.0,0.36218582459235193,2,0.16666666666666666
100244,2.0354124321744815,0.52,5.0,0.1853431591720494,2.0,0.5731131429842139,3,2.0
100245,0.2851786895459548,0.35,7.0,0.3699721141955843,1.0,1.370503030697785,2,0.6666666666666666
100246,0.0,0.32,0.0,0.8715157504295181,2.0,1.3642068895717296,1,1.5
100247,0.5953875402354899,0.14,2.0,0.011941489670219137,4.0,0.1960964102886055,2,1.6666666666666667
100248,0.8464176413432611,0.61,7.0,1.3652650319899817,0.0,0.8233714677284303,1,0.0
100249,0.0,0.24,0.0,0.0,4.0,0.5387555627325583,1,1.6666666666666667
100250,0.4752218476735349,0.26,3.0,0.30697769438745126,0.0,0.22198859766668433,2,0.5
100251,0.0,0.65,4.0,0.8321147034706993,6.0,1.060951542673831,2,0.3333333333333333
100252,0.8548438892230871,0.99,6.0,0.575875885656613,5.0,0.2812917364966933,2,0.6666666666666666
100253,1.6222754536918154,0.04,2.0,0.7928313976213391,0.0,0.45188125550160624,1,1.0
100254,0.5496584596096064,0.62,3.0,0.07409319347285008,4.0,0.527618835708329,2,0.3333333333333333
100255,0.16940299734428962,0.65,0.0,1.28154055211634,0.0,0.7775871858991529,0,1.0
100256,0.0,0.49,0.0,1.634783378968451,6.0,0.48159107610794427,2,0.6666666666666666
100257,0.48289992474416765,0.1,6.0,0.7488734846556604,1.0,0.2941073661858551,2,1.1666666666666667
100258,0.6590088321774443,0.02,1.0,0.11674176895696209,6.0,0.13979057196208353,1,0.0
100259,0.24693442004196656,0.22,4.0,0.6584921402725143,3.0,0.21263407799969475,3,0.3333333333333333
100260,0.8350915834823749,0.72,0.0,1.1219133579532923,6.0,0.12301696648191437,2,2.0
100261,0.0,0.75,4.0,0.5635112288291672,4.0,0.5614426605163144,2,1.3333333333333333
100262,0.0,1.0,5.0,0.301426656121804,3.0,1.014384203747387,2,1.3333333333333333
100263,0.5514283581304517,0.75,2.0,0.819120382910085,3.0,0.8461470620550732,1,1.3333333333333333
100264,0.39921289598546417,0.41,6.0,0.4436734466612744,0.0,0.17561566850580787,2,0.3333333333333333
100265,0.7991727483751732,0.57,7.0,0.4642752623946976,2.0,3.3116099624936943,2,1.6666666666666667
100266,1.0522046822442193,0.87,7.0,0.8971402435995668,6.0,0.17643575815339174,2,2.0
100267,1.2993746494968628,0.85,6.0,0.8454481154531887,6.0,0.29719324743348624,2,1.6666666666666667
100268,1.1570804762990372,0.78,1.0,0.6423937437856441,1.0,1.272905515523778,2,1.6666666666666667
100269,0.1287085461229627,0.89,0.0,1.3719982321530027,0.0,0.5026951722051115,0,1.3333333333333333
100270,1.0012948324681454,0.58,4.0,0.948624817752645,1.0,0.5364384088757846,1,0.16666666666666666
100271,0.3284998854374652,0.33,0.0,0.0,5.0,0.1379709061886669,1,1.6666666666666667
100272,1.2658498494947852,0.95,3.0,0.8300363182274736,1.0,1.1524918499848926,1,1.0
100273,0.48509954795220284,0.94,3.0,1.0273990465131284,4.0,0.7409769210677895,1,1.1666666666666667
100274,0.38583874948479,0.74,5.0,1.1079559904073675,3.0,0.04652371796833052,1,0.16666666666666666
100275,0.0,0.45,0.0,1.212087890717052,0.0,0.19593835039797555,1,0.3333333333333333
100276,0.0,0.66,5.0,0.6923663449931443,2.0,1.888634077150929,1,0.8333333333333334
100277,0.6853219355220119,1.0,0.0,0.0,0.0,0.38988049650658907,1,0.8333333333333334
100278,0.10036461145653816,0.86,0.0,0.0,2.0,0.5441720468654664,1,1.0
100279,0.31714549428919664,0.42,6.0,0.5735945228275622,1.0,2.232790791974568,1,0.5
100280,0.0,0.67,7.0,0.9265128395673954,4.0,0.3658411912195949,1,1.6666666666666667
100281,0.3624696263877888,0.88,3.0,0.543392685960273,0.0,1.5030970993896031,1,0.16666666666666666
100282,2.5577296915929235,0.88,3.0,1.0373407828550667,1.0,0.1442255320531321,2,1.8333333333333333
